,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
2794231,9038112,HW181168,03/08/2013 12:00:00 PM,050XX W AUGUSTA BLVD,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,False,1531,15.0,37.0,25.0,06,1142379.0,1906181.0,2013,02/04/2016 06:33:39 AM,41.898616383,-87.752498375,"(41.898616383, -87.752498375)"
2519368,8601819,HV276042,05/07/2012 07:55:00 PM,041XX N MONTICELLO AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,1723,17.0,33.0,16.0,08B,1151319.0,1927200.0,2012,02/04/2016 06:33:39 AM,41.956123529,-87.719108963,"(41.956123529, -87.719108963)"
2783273,9018422,HW165741,02/22/2013 02:05:00 AM,018XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2535,25.0,30.0,20.0,08B,1149756.0,1911929.0,2013,02/04/2016 06:33:39 AM,41.914249213,-87.725253166,"(41.914249213, -87.725253166)"
3352185,10055104,HY243919,04/30/2015 06:00:00 PM,021XX N LOCKWOOD AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2515,25.0,37.0,19.0,06,1140708.0,1913628.0,2015,08/17/2015 03:03:40 PM,41.919082677,-87.758452624,"(41.919082677, -87.758452624)"
3427618,10186874,HY370519,08/05/2015 05:50:00 PM,100XX S AVENUE M,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,False,False,432,4.0,10.0,52.0,04A,1201484.0,1839048.0,2015,08/17/2015 03:03:40 PM,41.713097786,-87.537695638,"(41.713097786, -87.537695638)"
3264775,9821037,HX470643,10/17/2014 12:40:00 AM,013XX N PULASKI RD,0810,THEFT,OVER $500,SIDEWALK,False,False,2535,25.0,27.0,23.0,06,1149466.0,1908840.0,2014,02/04/2016 06:33:39 AM,41.905778334,-87.726398891,"(41.905778334, -87.726398891)"
3369326,10084589,HY273371,03/15/2015 05:00:00 AM,037XX N SPAULDING AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,1733,17.0,33.0,16.0,26,1153723.0,1924693.0,2015,08/17/2015 03:03:40 PM,41.949196528,-87.710338223,"(41.949196528, -87.710338223)"
6102706,10611399,HZ364455,07/25/2016 09:35:00 PM,066XX S UNION AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,723,7.0,6.0,68.0,18,1172651.0,1860911.0,2016,08/01/2016 03:55:50 PM,41.773775349,-87.642648291,"(41.773775349, -87.642648291)"
6152801,10700041,HZ451456,09/20/2016 07:30:00 AM,011XX N HOWE ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,False,False,1822,18.0,27.0,8.0,26,1171781.0,1907980.0,2016,10/03/2016 03:54:00 PM,41.902955932,-87.644453668,"(41.902955932, -87.644453668)"
6120687,10655096,HZ404960,06/24/2016 03:37:00 PM,083XX S BRANDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,STREET,False,False,424,4.0,10.0,46.0,11,,,2016,08/24/2016 03:50:52 PM,,,
2855574,9136285,HW281162,05/19/2013 07:00:00 AM,075XX S STONY ISLAND AVE,0890,THEFT,FROM BUILDING,HOSPITAL BUILDING/GROUNDS,False,False,411,4.0,8.0,43.0,06,1188234.0,1855158.0,2013,02/04/2016 06:33:39 AM,41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
6129275,10660528,HZ410813,08/28/2016 03:50:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1.0,42.0,32.0,06,1176352.0,1900927.0,2016,09/04/2016 03:47:52 PM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
3457827,10238970,HY426652,09/16/2015 06:00:00 PM,024XX N RIDGEWAY AVE,0810,THEFT,OVER $500,STREET,False,False,2524,25.0,35.0,22.0,06,1150974.0,1915913.0,2015,09/24/2015 07:50:13 PM,41.925157882,-87.720673833,"(41.925157882, -87.720673833)"
3439920,10208582,HY395565,08/23/2015 03:00:00 AM,035XX W CULLOM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1723,17.0,33.0,16.0,08B,1152072.0,1928353.0,2015,08/31/2015 03:43:09 PM,41.959272598,-87.716310214,"(41.959272598, -87.716310214)"
2434271,8465176,HV139220,01/31/2012 09:40:00 AM,022XX S KOLIN AVE,4651,OTHER OFFENSE,SEX OFFENDER: FAIL REG NEW ADD,APARTMENT,False,False,1013,10.0,22.0,29.0,26,1148000.0,1888696.0,2012,02/04/2016 06:33:39 AM,41.850529212,-87.73230226,"(41.850529212, -87.73230226)"
3206729,9722600,HX372923,08/03/2014 03:00:00 AM,016XX W BELLE PLAINE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1912,19.0,47.0,6.0,14,1164815.0,1927304.0,2014,02/04/2016 06:33:39 AM,41.956132753,-87.669491442,"(41.956132753, -87.669491442)"
2566754,8675183,HV350545,06/23/2012 09:00:00 PM,075XX S SAGINAW AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,421,4.0,7.0,43.0,26,1195237.0,1855382.0,2012,02/04/2016 06:33:39 AM,41.758075796,-87.560036276,"(41.758075796, -87.560036276)"
2607148,8737095,HV412571,08/02/2012 06:45:00 PM,087XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,True,False,2221,22.0,21.0,71.0,18,1167531.0,1846714.0,2012,02/04/2016 06:33:39 AM,41.734928138,-87.661823348,"(41.734928138, -87.661823348)"
2917427,9233950,HW380035,07/25/2013 11:30:00 PM,078XX S CREGIER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,414,4.0,8.0,43.0,08B,1189565.0,1853307.0,2013,02/04/2016 06:33:39 AM,41.752519842,-87.580889713,"(41.752519842, -87.580889713)"
4038526,10413048,HZ150487,02/13/2016 01:30:00 PM,042XX W MADISON ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,1115,11.0,28.0,26.0,18,1148227.0,1899678.0,2016,02/20/2016 03:53:39 PM,41.880660786,-87.731186405,"(41.880660786, -87.731186405)"
6065678,10555842,HZ302377,06/11/2016 01:30:00 AM,067XX S HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,725,7.0,15.0,67.0,14,1165844.0,1859902.0,2016,06/18/2016 03:54:19 PM,41.771153826,-87.667629981,"(41.771153826, -87.667629981)"
2504208,8577526,HV251788,04/21/2012 11:04:00 AM,061XX S THROOP ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,713,7.0,16.0,67.0,06,1168680.0,1863944.0,2012,02/04/2016 06:33:39 AM,41.782184867,-87.657117707,"(41.782184867, -87.657117707)"
3499056,10310436,HY499362,11/12/2015 07:26:00 PM,009XX N PULASKI RD,2860,PUBLIC PEACE VIOLATION,FALSE POLICE REPORT,GAS STATION,True,False,1112,11.0,27.0,23.0,24,1149554.0,1905881.0,2015,11/19/2015 04:03:31 PM,41.89765683,-87.726152565,"(41.89765683, -87.726152565)"
793485,10519962,HZ261970,05/02/2016 06:16:00 PM,070XX N CLARK ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,CURRENCY EXCHANGE,False,False,2424,24.0,49.0,1.0,11,1163431.0,1946667.0,2016,05/16/2016 03:48:42 PM,42.009294803,-87.674031424,"(42.009294803, -87.674031424)"
6118694,10641649,HZ393442,08/15/2016 04:30:00 PM,012XX N ASHLAND AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1424,14.0,1.0,24.0,06,1165506.0,1908134.0,2016,08/22/2016 03:51:25 PM,41.90351448,-87.667498444,"(41.90351448, -87.667498444)"
3089484,9521642,HX176389,03/07/2014 10:41:00 PM,026XX W LE MOYNE ST,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,True,False,1423,14.0,26.0,24.0,18,1158720.0,1909876.0,2014,02/04/2016 06:33:39 AM,41.908436498,-87.69237713,"(41.908436498, -87.69237713)"
3189424,9694264,HX344391,06/27/2014 04:00:00 PM,076XX S CICERO AVE,0820,THEFT,$500 AND UNDER,OTHER,False,False,833,8.0,13.0,65.0,06,1145727.0,1853720.0,2014,02/04/2016 06:33:39 AM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
3371487,10088497,HY277156,05/27/2015 03:15:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1432,14.0,1.0,22.0,06,1160867.0,1917657.0,2015,08/17/2015 03:03:40 PM,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
3428679,10188579,HY376498,08/10/2015 11:25:00 AM,105XX S EGGLESTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2233,22.0,34.0,49.0,18,1175154.0,1834917.0,2015,08/17/2015 03:03:40 PM,41.702388931,-87.634246896,"(41.702388931, -87.634246896)"
840296,9918107,HY107461,01/07/2015 09:15:00 PM,014XX W 63RD ST,2023,NARCOTICS,POSS: HEROIN(BRN/TAN),JAIL / LOCK-UP FACILITY,True,False,713,7.0,16.0,67.0,18,1167639.0,1862965.0,2015,08/17/2015 03:03:40 PM,41.779520772,-87.660962362,"(41.779520772, -87.660962362)"
2713292,8904026,HV578022,11/26/2012 08:24:00 PM,074XX S WENTWORTH AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,False,True,731,7.0,17.0,69.0,26,1176245.0,1855602.0,2012,02/04/2016 06:33:39 AM,41.759126893,-87.629632724,"(41.759126893, -87.629632724)"
6214084,10788644,HZ556721,12/18/2016 05:00:00 PM,030XX N BROADWAY,0870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,False,False,1934,19.0,44.0,6.0,06,1171721.0,1920469.0,2016,12/25/2016 03:51:54 PM,41.937227668,-87.644305471,"(41.937227668, -87.644305471)"
3183235,9683523,HX334255,07/06/2014 10:40:00 PM,031XX W CORTLAND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1421,14.0,35.0,22.0,08B,1155037.0,1912454.0,2014,02/04/2016 06:33:39 AM,41.915585474,-87.705837412,"(41.915585474, -87.705837412)"
4401079,10496766,HZ237944,04/24/2016 01:30:00 AM,068XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2431,24.0,49.0,1.0,06,1166981.0,1945453.0,2016,05/01/2016 03:47:06 PM,42.005887804,-87.661005031,"(42.005887804, -87.661005031)"
3455837,10235178,HY423172,08/25/2015 08:00:00 AM,045XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,215,2.0,3.0,38.0,14,1178802.0,1874976.0,2015,09/17/2015 11:37:18 AM,41.812233267,-87.619672142,"(41.812233267, -87.619672142)"
3321026,10001154,HY190580,03/15/2015 05:00:00 PM,015XX N ORLEANS ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1821,18.0,27.0,8.0,14,1173630.0,1910501.0,2015,08/17/2015 03:03:40 PM,41.909832738,-87.637586893,"(41.909832738, -87.637586893)"
2650285,8805306,HV465058,09/07/2012 10:00:00 AM,0000X W TERMINAL ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,False,False,1651,16.0,41.0,76.0,26,1100317.0,1935229.0,2012,02/04/2016 06:33:39 AM,41.979006297,-87.906463155,"(41.979006297, -87.906463155)"
3523929,10352829,HY543976,12/17/2015 08:00:00 PM,008XX S OAKLEY BLVD,0810,THEFT,OVER $500,STREET,False,False,1225,12.0,25.0,28.0,06,1161183.0,1896227.0,2015,12/24/2015 03:55:44 PM,41.87093163,-87.683708878,"(41.87093163, -87.683708878)"
3044394,9441649,HW585513,12/27/2013 01:30:00 PM,018XX S SPRINGFIELD AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,1014,10.0,24.0,29.0,18,1150689.0,1890757.0,2013,02/04/2016 06:33:39 AM,41.856132778,-87.72237922,"(41.856132778, -87.72237922)"
2587705,8706239,HV382465,07/14/2012 01:30:00 AM,052XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,231,2.0,3.0,40.0,06,1178042.0,1870460.0,2012,02/04/2016 06:33:39 AM,41.799858243,-87.622596769,"(41.799858243, -87.622596769)"
2555281,8657312,HV332397,06/04/2012 02:30:00 PM,053XX N WESTERN AVE,0560,ASSAULT,SIMPLE,HOSPITAL BUILDING/GROUNDS,False,False,2012,20.0,40.0,4.0,08A,1159382.0,1935331.0,2012,02/04/2016 06:33:39 AM,41.978272995,-87.689242631,"(41.978272995, -87.689242631)"
6223006,10801249,HZ571147,12/31/2016 10:50:00 AM,092XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2222,22.0,21.0,73.0,08B,1168952.0,1843470.0,2016,01/07/2017 03:56:13 PM,41.725995587,-87.656710822,"(41.725995587, -87.656710822)"
2832910,9101305,HW245231,04/23/2013 10:00:00 PM,022XX S KOSTNER AVE,0810,THEFT,OVER $500,STREET,False,False,1013,10.0,22.0,29.0,06,1147408.0,1888699.0,2013,02/04/2016 06:33:39 AM,41.850548794,-87.734474956,"(41.850548794, -87.734474956)"
2879385,9175256,HW319526,06/15/2013 05:00:00 AM,079XX S WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,False,835,8.0,18.0,70.0,03,1161754.0,1852117.0,2013,02/04/2016 06:33:39 AM,41.749876545,-87.682838316,"(41.749876545, -87.682838316)"
2937649,9267202,HW412137,08/17/2013 07:45:00 PM,032XX S ARCHER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,912,9.0,11.0,59.0,07,1165268.0,1883398.0,2013,02/04/2016 06:33:39 AM,41.835641837,-87.669075772,"(41.835641837, -87.669075772)"
3164425,9652874,HX303424,06/14/2014 04:01:00 PM,008XX E 47TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,223,2.0,4.0,39.0,18,1182628.0,1874028.0,2014,02/04/2016 06:33:39 AM,41.809543836,-87.605668023,"(41.809543836, -87.605668023)"
804659,10531571,HZ275061,05/22/2016 03:25:00 PM,110XX S EDBROOKE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,513,5.0,9.0,49.0,18,1179204.0,1831888.0,2016,05/29/2016 03:49:31 PM,41.69398576,-87.619508903,"(41.69398576, -87.619508903)"
3367653,10082367,HY270583,05/22/2015 12:10:00 PM,055XX W 63RD PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,813,8.0,13.0,64.0,18,1140526.0,1861917.0,2015,08/17/2015 03:03:40 PM,41.777183626,-87.760388902,"(41.777183626, -87.760388902)"
2642732,8793577,HV467644,09/08/2012 11:15:00 PM,057XX W RACE AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1512,15.0,29.0,25.0,08B,1138044.0,1903042.0,2012,02/04/2016 06:33:39 AM,41.890082006,-87.768496718,"(41.890082006, -87.768496718)"
3357478,10064639,HY253186,05/08/2015 09:00:00 PM,024XX W HUBBARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1221,12.0,27.0,24.0,14,1160184.0,1903006.0,2015,08/17/2015 03:03:40 PM,41.889554511,-87.687189188,"(41.889554511, -87.687189188)"
3044169,9440909,HW584954,12/22/2013 08:00:00 PM,013XX N CLEVELAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1821,18.0,27.0,8.0,06,1172751.0,1909062.0,2013,02/04/2016 06:33:39 AM,41.905903568,-87.640858621,"(41.905903568, -87.640858621)"
3343699,10039926,HY229365,04/20/2015 03:20:00 PM,082XX S ESSEX AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,423,4.0,7.0,46.0,08B,1194277.0,1850738.0,2015,08/17/2015 03:03:40 PM,41.745355918,-87.563706748,"(41.745355918, -87.563706748)"
3294096,9871346,HX521718,11/26/2014 08:00:00 PM,035XX W CERMAK RD,2026,NARCOTICS,POSS: PCP,SIDEWALK,True,False,1024,10.0,22.0,30.0,18,1152917.0,1889147.0,2014,02/04/2016 06:33:39 AM,41.851670954,-87.714243879,"(41.851670954, -87.714243879)"
2962841,9307323,HW451574,09/02/2013 10:00:00 PM,030XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,STREET,False,False,133,1.0,4.0,35.0,06,1179408.0,1885031.0,2013,02/04/2016 06:33:39 AM,41.83981113,-87.617141911,"(41.83981113, -87.617141911)"
2906872,9216853,HW363547,07/15/2013 01:55:00 PM,034XX S ASHLAND AVE,0810,THEFT,OVER $500,OTHER,False,False,912,9.0,11.0,59.0,06,1166230.0,1881898.0,2013,02/04/2016 06:33:39 AM,41.831505217,-87.665588665,"(41.831505217, -87.665588665)"
3132646,9598497,HX249147,05/05/2014 11:28:00 AM,052XX W QUINCY ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,1522,15.0,29.0,25.0,18,1141559.0,1898501.0,2014,02/04/2016 06:33:39 AM,41.877556719,-87.755700114,"(41.877556719, -87.755700114)"
6067748,10558892,HZ305770,06/13/2016 02:20:00 PM,003XX N PINE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1523,15.0,28.0,25.0,08B,1139439.0,1901762.0,2016,06/20/2016 03:56:02 PM,41.886544212,-87.76340479,"(41.886544212, -87.76340479)"
2726589,8927235,HV599131,12/11/2012 07:15:00 PM,001XX W EUGENIE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1814,18.0,43.0,7.0,07,1174681.0,1911628.0,2012,02/04/2016 06:33:39 AM,41.91290182,-87.633692223,"(41.91290182, -87.633692223)"
863200,9962120,HY150879,02/13/2015 07:30:00 PM,026XX E 83RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4.0,7.0,46.0,14,1195113.0,1850446.0,2015,08/17/2015 03:03:40 PM,41.744534088,-87.560653171,"(41.744534088, -87.560653171)"
2683605,8857987,HV531366,10/23/2012 04:56:00 PM,041XX W 60TH ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,False,False,813,8.0,13.0,65.0,03,1149897.0,1864496.0,2012,02/04/2016 06:33:39 AM,41.784084347,-87.725967648,"(41.784084347, -87.725967648)"
3337007,10028605,HY218244,04/11/2015 04:11:00 PM,102XX S HALSTED ST,2091,NARCOTICS,FORFEIT PROPERTY,STREET,True,False,2232,22.0,34.0,73.0,26,1172785.0,1836951.0,2015,08/17/2015 03:03:40 PM,41.708022976,-87.642861797,"(41.708022976, -87.642861797)"
3467411,10255765,HY443531,09/23/2015 12:19:00 PM,126XX S TORRENCE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,False,False,433,4.0,10.0,55.0,26,1195862.0,1821766.0,2015,10/09/2015 03:56:45 PM,41.665814864,-87.558853882,"(41.665814864, -87.558853882)"
3157154,9640214,HX290853,06/05/2014 10:00:00 AM,026XX S CALIFORNIA AVE,5114,NON - CRIMINAL,FOID - REVOCATION,GOVERNMENT BUILDING/PROPERTY,False,False,1033,10.0,12.0,30.0,26,1158136.0,1886128.0,2014,02/04/2016 06:33:39 AM,41.843281635,-87.695171094,"(41.843281635, -87.695171094)"
4057217,10440916,HZ179656,03/08/2016 04:45:00 PM,005XX W MONROE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,121,1.0,2.0,28.0,06,1172536.0,1899823.0,2016,03/15/2016 03:54:40 PM,41.880555964,-87.64192187,"(41.880555964, -87.64192187)"
3455537,10234570,HY422576,09/13/2015 07:00:00 PM,013XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1424,14.0,1.0,24.0,14,1162811.0,1909332.0,2015,09/24/2015 07:50:13 PM,41.906858854,-87.677364111,"(41.906858854, -87.677364111)"
6222251,10800268,HZ570766,12/30/2016 08:00:00 PM,074XX N WESTERN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2411,24.0,50.0,2.0,07,1159015.0,1949544.0,2016,01/06/2017 03:55:08 PM,42.017281547,-87.690199699,"(42.017281547, -87.690199699)"
4069555,10457870,HZ197057,03/22/2016 04:20:00 PM,057XX N LINCOLN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,False,False,2011,20.0,40.0,2.0,14,1156827.0,1937820.0,2016,03/29/2016 03:51:36 PM,41.985155264,-87.698570872,"(41.985155264, -87.698570872)"
3486120,10287864,HY476317,10/25/2015 05:45:00 PM,079XX S DAMEN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,True,False,611,6.0,18.0,71.0,18,1164404.0,1852184.0,2015,11/01/2015 03:56:35 PM,41.750005014,-87.673125651,"(41.750005014, -87.673125651)"
6147920,10687672,HZ441939,09/20/2016 08:00:00 AM,049XX W WAVELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1634,16.0,38.0,15.0,14,1142777.0,1924148.0,2016,09/27/2016 03:53:21 PM,41.947912278,-87.750588059,"(41.947912278, -87.750588059)"
2712885,8903361,HV577725,11/19/2012 06:30:00 PM,050XX S LAKE SHORE DR NB,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,False,False,222,2.0,4.0,39.0,11,1189187.0,1871882.0,2012,02/04/2016 06:33:39 AM,41.80350016,-87.581679924,"(41.80350016, -87.581679924)"
3268435,9826991,HX476889,10/21/2014 07:50:00 PM,038XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1122,11.0,28.0,26.0,18,1150794.0,1899738.0,2014,02/04/2016 06:33:39 AM,41.880775622,-87.72175896,"(41.880775622, -87.72175896)"
2752776,8968932,HW117090,01/07/2013 08:00:00 PM,004XX E 83RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,631,6.0,6.0,44.0,07,1180878.0,1850070.0,2013,02/04/2016 06:33:39 AM,41.743841223,-87.612822903,"(41.743841223, -87.612822903)"
3022417,9404437,HW547682,11/25/2013 04:30:00 PM,076XX S UNION AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,621,6.0,17.0,71.0,08B,1172957.0,1854259.0,2013,02/04/2016 06:33:39 AM,41.755514708,-87.641722627,"(41.755514708, -87.641722627)"
2555893,8658198,HV333493,06/13/2012 09:10:00 PM,002XX N KEYSTONE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1114,11.0,28.0,26.0,08B,1149364.0,1900767.0,2012,02/04/2016 06:33:39 AM,41.883627156,-87.726983152,"(41.883627156, -87.726983152)"
2591977,8712711,HV389081,07/18/2012 04:15:00 PM,083XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,False,632,6.0,6.0,44.0,08B,1183013.0,1849793.0,2012,02/04/2016 06:33:39 AM,41.743031783,-87.605008748,"(41.743031783, -87.605008748)"
2628101,8770978,HV445097,08/24/2012 07:30:00 AM,044XX W RICE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1111,11.0,37.0,23.0,07,1146498.0,1905296.0,2012,02/04/2016 06:33:39 AM,41.896110326,-87.73739194,"(41.896110326, -87.73739194)"
3214164,9734952,HX385058,08/12/2014 08:02:00 PM,047XX S VINCENNES AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,223,2.0,3.0,38.0,18,1180397.0,1873800.0,2014,02/04/2016 06:33:39 AM,41.808969729,-87.613857873,"(41.808969729, -87.613857873)"
2447157,8485698,HV162222,02/17/2012 10:00:00 AM,059XX N WASHTENAW AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,2011,20.0,40.0,2.0,06,1157261.0,1939363.0,2012,02/04/2016 06:33:39 AM,41.989380488,-87.696932485,"(41.989380488, -87.696932485)"
2981060,9336868,HW480675,10/05/2013 11:00:00 AM,040XX W POLK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1132,11.0,24.0,26.0,18,1149628.0,1896141.0,2013,02/04/2016 06:33:39 AM,41.870927767,-87.726133891,"(41.870927767, -87.726133891)"
2472763,8525395,HV201688,03/16/2012 11:03:00 AM,063XX S PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,823,8.0,13.0,65.0,06,1150791.0,1862319.0,2012,02/04/2016 06:33:39 AM,41.778092941,-87.722746539,"(41.778092941, -87.722746539)"
2515141,8595074,HV268972,05/02/2012 08:00:00 PM,045XX W FULTON ST,0610,BURGLARY,FORCIBLE ENTRY,FACTORY/MANUFACTURING BUILDING,False,False,1113,11.0,28.0,26.0,05,1146112.0,1901367.0,2012,02/04/2016 06:33:39 AM,41.885336056,-87.738909623,"(41.885336056, -87.738909623)"
3010508,9384969,HW528445,11/10/2013 04:35:00 PM,088XX S EXCHANGE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,423,4.0,10.0,46.0,18,1197297.0,1847022.0,2013,02/04/2016 06:33:39 AM,41.735084271,-87.552764692,"(41.735084271, -87.552764692)"
2780974,9014176,HW162042,02/19/2013 08:38:00 AM,057XX W MADISON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,True,1513,15.0,29.0,25.0,26,1138058.0,1899436.0,2013,02/04/2016 06:33:39 AM,41.880186421,-87.768532463,"(41.880186421, -87.768532463)"
2960873,9304075,HW448431,09/12/2013 09:15:00 AM,078XX S ABERDEEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,612,6.0,17.0,71.0,08B,1170345.0,1852785.0,2013,02/04/2016 06:33:39 AM,41.751527081,-87.651337763,"(41.751527081, -87.651337763)"
3372361,10090273,HY278598,05/28/2015 04:08:00 PM,0000X W JACKSON BLVD,0320,ROBBERY,STRONGARM - NO WEAPON,OTHER,False,False,113,1.0,2.0,32.0,03,1175791.0,1898975.0,2015,10/13/2015 03:53:17 PM,41.878156422,-87.629995452,"(41.878156422, -87.629995452)"
3066327,9480422,HX133704,01/31/2014 12:30:00 AM,0000X E CULLERTON ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,False,False,131,1.0,3.0,33.0,03,1177228.0,1890722.0,2014,02/04/2016 06:33:39 AM,41.855477243,-87.62496923,"(41.855477243, -87.62496923)"
6102554,10611104,HZ364084,07/25/2016 05:00:00 PM,062XX S WESTERN AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,825,8.0,15.0,66.0,08A,1161443.0,1863220.0,2016,08/01/2016 03:55:50 PM,41.780351225,-87.683670663,"(41.780351225, -87.683670663)"
