,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6146879,10687457,HZ440357,09/18/2016 07:00:00 PM,027XX W ROOSEVELT RD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,1135,11.0,28.0,29.0,03,1158056.0,1894595.0,2016,09/26/2016 03:52:09 PM,41.866517623,-87.695233768,"(41.866517623, -87.695233768)"
2411063,8427494,HV105779,01/04/2012 01:55:00 PM,001XX E CHICAGO AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,False,False,1833,18.0,42.0,8.0,06,1177210.0,1905755.0,2012,02/04/2016 06:33:39 AM,41.896729066,-87.624579657,"(41.896729066, -87.624579657)"
3439791,10208246,HY395201,08/23/2015 04:00:00 PM,001XX S MASON AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,1513,15.0,29.0,25.0,26,1136857.0,1898755.0,2015,08/31/2015 03:43:09 PM,41.87833927,-87.772958797,"(41.87833927, -87.772958797)"
2751528,8966821,HW115152,01/12/2013 07:50:00 PM,003XX E 47TH ST,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,False,False,224,2.0,3.0,38.0,14,1179029.0,1873926.0,2013,02/04/2016 06:33:39 AM,41.809346801,-87.618871535,"(41.809346801, -87.618871535)"
3397169,10133147,HY321883,06/30/2015 10:00:00 AM,0000X E RANDOLPH ST,0890,THEFT,FROM BUILDING,OTHER,False,False,111,1.0,42.0,32.0,06,1176904.0,1901295.0,2015,08/17/2015 03:03:40 PM,41.884497529,-87.625838595,"(41.884497529, -87.625838595)"
2481335,8539974,HV216286,03/25/2012 05:00:00 PM,015XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1424,14.0,1.0,24.0,06,1162787.0,1910173.0,2012,02/04/2016 06:33:39 AM,41.909167122,-87.677428649,"(41.909167122, -87.677428649)"
2722323,8920113,HV590212,09/17/2012 12:00:00 AM,050XX W VAN BUREN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,1533,15.0,29.0,25.0,06,1142797.0,1897540.0,2012,02/04/2016 06:33:39 AM,41.87489666,-87.751178379,"(41.87489666, -87.751178379)"
2748123,8961033,HW109514,01/08/2013 03:00:00 PM,013XX W 87TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,613,6.0,21.0,71.0,08B,1168737.0,1847068.0,2013,02/04/2016 06:33:39 AM,41.735873659,-87.657394882,"(41.735873659, -87.657394882)"
3177509,9674305,HX324664,06/29/2014 10:56:00 PM,064XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,SIDEWALK,False,False,312,3.0,20.0,69.0,08B,1180029.0,1862344.0,2014,02/04/2016 06:33:39 AM,41.777541862,-87.615558432,"(41.777541862, -87.615558432)"
3303741,9888294,HX538566,12/11/2014 04:05:00 PM,004XX S STATE ST,0460,BATTERY,SIMPLE,LIBRARY,True,False,113,1.0,2.0,32.0,08B,1176436.0,1898416.0,2014,02/04/2016 06:33:39 AM,41.876607964,-87.627644063,"(41.876607964, -87.627644063)"
3305002,9890576,HX540707,12/13/2014 12:55:00 PM,055XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,False,False,231,2.0,20.0,40.0,08B,1179873.0,1868179.0,2014,02/04/2016 06:33:39 AM,41.793557232,-87.615951848,"(41.793557232, -87.615951848)"
2686148,8862347,HV535769,10/26/2012 03:20:00 PM,083XX S RACINE AVE,0460,BATTERY,SIMPLE,OTHER,True,False,613,6.0,21.0,71.0,08B,1169772.0,1849586.0,2012,02/04/2016 06:33:39 AM,41.742761034,-87.65353015,"(41.742761034, -87.65353015)"
2654922,8813254,HV486305,09/21/2012 10:33:00 PM,009XX E 76TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,624,6.0,8.0,69.0,04B,1183772.0,1854815.0,2012,02/04/2016 06:33:39 AM,41.756795013,-87.602071385,"(41.756795013, -87.602071385)"
2585547,8703075,HV379233,07/12/2012 01:52:00 PM,052XX W NORTH AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,2532,25.0,37.0,25.0,06,1141381.0,1910140.0,2012,02/04/2016 06:33:39 AM,41.909498816,-87.756066167,"(41.909498816, -87.756066167)"
2829242,9095560,HW239690,04/19/2013 06:20:00 PM,037XX W 59TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,822,8.0,13.0,65.0,26,1152476.0,1865226.0,2013,02/04/2016 06:33:39 AM,41.786037198,-87.716492741,"(41.786037198, -87.716492741)"
794545,10517202,HZ259063,05/10/2016 04:11:00 PM,037XX N NEWCASTLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1632,16.0,36.0,17.0,08B,1130071.0,1924044.0,2016,05/17/2016 03:49:21 PM,41.947854448,-87.797295647,"(41.947854448, -87.797295647)"
3307894,9895586,HX545961,12/16/2014 06:14:00 PM,079XX S DOBSON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,False,624,6.0,8.0,44.0,26,1184602.0,1852522.0,2014,02/04/2016 06:33:39 AM,41.75048339,-87.599101334,"(41.75048339, -87.599101334)"
3216855,9739538,HX389557,08/16/2014 03:54:00 AM,047XX W SCHUBERT AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,2521,25.0,31.0,19.0,26,1144383.0,1917462.0,2014,02/04/2016 06:33:39 AM,41.92953516,-87.744853411,"(41.92953516, -87.744853411)"
3167568,9658250,HX308477,06/18/2014 08:45:00 AM,048XX W WASHINGTON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1533,15.0,28.0,25.0,08B,1144082.0,1900065.0,2014,02/04/2016 06:33:39 AM,41.881801556,-87.746396937,"(41.881801556, -87.746396937)"
3349071,10049202,HY238661,04/28/2015 04:00:00 AM,041XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,APARTMENT,True,True,1132,11.0,28.0,26.0,08A,1148747.0,1898362.0,2015,08/17/2015 03:03:40 PM,41.877039505,-87.729311002,"(41.877039505, -87.729311002)"
3199038,9710675,HX360527,07/25/2014 11:15:00 PM,008XX N MOZART ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1211,12.0,26.0,24.0,14,1157229.0,1905586.0,2014,02/04/2016 06:33:39 AM,41.896694812,-87.697971059,"(41.896694812, -87.697971059)"
3230790,9762551,HX412405,09/01/2014 07:00:00 PM,006XX E GRAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1834,18.0,42.0,8.0,06,1180796.0,1904058.0,2014,02/04/2016 06:33:39 AM,41.891990384,-87.611461502,"(41.891990384, -87.611461502)"
2627958,8770811,HV444490,08/23/2012 05:00:00 PM,068XX W NORTH AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2513,25.0,36.0,25.0,06,1130628.0,1909894.0,2012,02/04/2016 06:33:39 AM,41.909015552,-87.795574414,"(41.909015552, -87.795574414)"
2816205,9074439,HW219030,04/04/2013 01:00:00 PM,092XX S COMMERCIAL AVE,0460,BATTERY,SIMPLE,RESTAURANT,True,False,424,4.0,10.0,46.0,08B,1197747.0,1844338.0,2013,02/04/2016 06:33:39 AM,41.727707947,-87.551205466,"(41.727707947, -87.551205466)"
3233282,9766594,HX416660,09/05/2014 04:35:00 PM,006XX E GRAND AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,True,False,1834,18.0,42.0,8.0,26,1180796.0,1904058.0,2014,02/04/2016 06:33:39 AM,41.891990384,-87.611461502,"(41.891990384, -87.611461502)"
858336,9952797,HY141257,02/05/2015 10:38:00 PM,081XX S EXCHANGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,422,4.0,7.0,46.0,18,1197240.0,1851636.0,2015,08/17/2015 03:03:40 PM,41.747746862,-87.552820197,"(41.747746862, -87.552820197)"
3001892,9371037,HW514191,10/31/2013 01:00:00 AM,130XX S GREENWOOD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,True,True,533,5.0,9.0,54.0,08B,1185722.0,1818791.0,2013,02/04/2016 06:33:39 AM,41.657895105,-87.596055402,"(41.657895105, -87.596055402)"
2877238,9171170,HW316079,06/12/2013 06:00:00 PM,002XX W 83RD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,False,False,622,6.0,21.0,44.0,11,1175944.0,1849925.0,2013,02/04/2016 06:33:39 AM,41.74355527,-87.630905732,"(41.74355527, -87.630905732)"
3176845,9673450,HX323554,06/27/2014 07:45:00 PM,003XX E OHIO ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1834,18.0,42.0,8.0,06,1178915.0,1904276.0,2014,02/04/2016 06:33:39 AM,41.892631803,-87.618362824,"(41.892631803, -87.618362824)"
2712381,8902235,HV576843,11/25/2012 05:30:00 PM,011XX N WOOD ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1322,12.0,1.0,24.0,06,1164193.0,1907452.0,2012,02/04/2016 06:33:39 AM,41.901670887,-87.672340676,"(41.901670887, -87.672340676)"
802579,10528429,HZ271089,05/19/2016 03:45:00 PM,078XX S HALSTED ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,621,6.0,17.0,71.0,06,1172330.0,1852778.0,2016,05/26/2016 03:51:03 PM,41.751464464,-87.644063902,"(41.751464464, -87.644063902)"
6117507,10639489,HZ391291,08/14/2016 03:50:00 AM,008XX W 107TH ST,031A,ROBBERY,ARMED: HANDGUN,STREET,False,False,2233,22.0,34.0,73.0,03,1172435.0,1833889.0,2016,08/21/2016 03:53:28 PM,41.699628078,-87.644233238,"(41.699628078, -87.644233238)"
2441511,8477267,HV152727,02/08/2012 06:30:00 PM,008XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,1833,18.0,42.0,8.0,06,1177330.0,1906499.0,2012,02/04/2016 06:33:39 AM,41.898767916,-87.624116333,"(41.898767916, -87.624116333)"
3429346,10189525,HY377515,08/11/2015 12:40:00 AM,023XX N MILWAUKEE AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,False,False,1414,14.0,35.0,22.0,03,1156989.0,1915411.0,2015,08/19/2015 03:57:18 PM,41.923660298,-87.698585496,"(41.923660298, -87.698585496)"
2658888,8819448,HV492640,09/25/2012 12:00:00 PM,088XX S BLACKSTONE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,True,412,4.0,8.0,48.0,20,1187662.0,1846666.0,2012,02/04/2016 06:33:39 AM,41.734341742,-87.588074071,"(41.734341742, -87.588074071)"
2557362,8660767,HV325248,06/08/2012 05:57:00 PM,019XX W 47TH ST,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TAVERN/LIQUOR STORE,True,False,931,9.0,20.0,61.0,22,1164331.0,1873509.0,2012,02/04/2016 06:33:39 AM,41.808525157,-87.672792896,"(41.808525157, -87.672792896)"
3302369,9885135,HX536194,12/09/2014 04:30:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1.0,42.0,32.0,06,1176352.0,1900927.0,2014,02/04/2016 06:33:39 AM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
6184126,10743406,HZ503821,11/05/2016 04:30:00 PM,021XX S WASHTENAW AVE,0460,BATTERY,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,1023,10.0,28.0,30.0,08B,1158688.0,1889870.0,2016,11/12/2016 03:48:52 PM,41.853538819,-87.693042986,"(41.853538819, -87.693042986)"
2716459,8910345,HV583272,11/30/2012 03:50:00 PM,083XX S BURLEY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,True,False,424,4.0,10.0,46.0,15,1199258.0,1850391.0,2012,02/04/2016 06:33:39 AM,41.744280025,-87.545467571,"(41.744280025, -87.545467571)"
3153317,9633197,HX284344,05/31/2014 05:30:00 PM,083XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,835,8.0,18.0,70.0,06,1161820.0,1849386.0,2014,02/04/2016 06:33:39 AM,41.742380894,-87.682672136,"(41.742380894, -87.682672136)"
6161011,10709011,HZ466097,10/06/2016 04:00:00 PM,0000X S MAYFIELD AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,False,False,1513,15.0,29.0,25.0,05,1137282.0,1899300.0,2016,10/13/2016 03:46:59 PM,41.879827197,-87.771385162,"(41.879827197, -87.771385162)"
2841865,9115174,HW259700,05/03/2013 10:30:00 AM,076XX S PEORIA ST,0580,STALKING,SIMPLE,APARTMENT,False,False,621,6.0,17.0,71.0,08A,1171630.0,1854155.0,2013,02/04/2016 06:33:39 AM,41.75525849,-87.646588784,"(41.75525849, -87.646588784)"
3521322,10348610,HY539189,12/16/2015 01:00:00 AM,004XX E BOWEN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,214,2.0,3.0,38.0,06,1179964.0,1877582.0,2015,12/23/2015 03:53:55 PM,41.819357782,-87.615330113,"(41.819357782, -87.615330113)"
2675479,8845444,HV517695,10/13/2012 10:00:00 AM,022XX E 69TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,331,3.0,5.0,43.0,05,1192230.0,1859649.0,2012,02/04/2016 06:33:39 AM,41.769858422,-87.5709178,"(41.769858422, -87.5709178)"
3406774,10149183,HY338602,07/10/2015 08:15:00 PM,048XX S LAKE PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,222,2.0,4.0,39.0,08B,1186953.0,1873098.0,2015,08/17/2015 03:03:40 PM,41.806890268,-87.589834384,"(41.806890268, -87.589834384)"
3338031,10029867,HY219952,04/13/2015 06:46:00 AM,056XX W WABANSIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2531,25.0,29.0,25.0,08B,1138667.0,1910741.0,2015,08/17/2015 03:03:40 PM,41.911197719,-87.766021769,"(41.911197719, -87.766021769)"
2686209,8862425,HV535991,10/26/2012 06:40:00 PM,010XX N LAVERGNE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,1531,15.0,37.0,25.0,18,1142839.0,1906385.0,2012,02/04/2016 06:33:39 AM,41.899167624,-87.750803713,"(41.899167624, -87.750803713)"
3076432,9498107,HX152716,02/15/2014 09:43:00 PM,075XX N HOYNE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,2424,24.0,49.0,1.0,08A,1160972.0,1949962.0,2014,02/04/2016 06:33:39 AM,42.018387973,-87.682986716,"(42.018387973, -87.682986716)"
3383370,10109226,HY297780,05/30/2015 11:00:00 PM,043XX W POTOMAC AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,False,2534,25.0,37.0,23.0,04A,1147272.0,1908305.0,2015,08/17/2015 03:03:40 PM,41.904352553,-87.734472021,"(41.904352553, -87.734472021)"
2555271,8657297,HV325709,06/09/2012 01:50:00 AM,031XX W WARREN BLVD,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,False,1331,12.0,28.0,27.0,05,1155545.0,1900186.0,2012,02/04/2016 06:33:39 AM,41.88191075,-87.704301523,"(41.88191075, -87.704301523)"
2905453,9214759,HW361300,07/13/2013 09:16:00 PM,071XX S ASHLAND AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,734,7.0,17.0,67.0,26,1166911.0,1857552.0,2013,02/04/2016 06:33:39 AM,41.764682386,-87.663785792,"(41.764682386, -87.663785792)"
6102608,10611202,HZ364150,07/25/2016 05:30:00 PM,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,True,False,1653,16.0,41.0,76.0,15,1101811.0,1934419.0,2016,08/01/2016 03:55:50 PM,41.976762981,-87.900983721,"(41.976762981, -87.900983721)"
812275,10542050,HZ287672,05/31/2016 04:35:00 PM,0000X W 95TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA PLATFORM,True,False,634,6.0,21.0,49.0,18,1177879.0,1841951.0,2016,06/07/2016 03:57:55 PM,41.721630048,-87.624056569,"(41.721630048, -87.624056569)"
2581697,8696846,HV373404,07/08/2012 10:20:00 PM,010XX E 92ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,413,4.0,8.0,47.0,08B,1184588.0,1844185.0,2012,02/04/2016 06:33:39 AM,41.727606092,-87.599413172,"(41.727606092, -87.599413172)"
2561127,8666281,HV341639,06/18/2012 08:00:00 PM,096XX S FOREST AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,511,5.0,6.0,49.0,08A,1179949.0,1841117.0,2012,02/04/2016 06:33:39 AM,41.719294396,-87.616500016,"(41.719294396, -87.616500016)"
2893238,9196361,HW341613,06/30/2013 04:18:00 AM,032XX N SHEFFIELD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,True,False,1924,19.0,44.0,6.0,18,1169041.0,1921593.0,2013,02/04/2016 06:33:39 AM,41.940370659,-87.654122097,"(41.940370659, -87.654122097)"
2511596,8588722,HV263352,04/29/2012 10:30:00 AM,023XX N NEVA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,POOL ROOM,False,False,2512,25.0,36.0,18.0,14,1128195.0,1915049.0,2012,02/04/2016 06:33:39 AM,41.923203058,-87.804395529,"(41.923203058, -87.804395529)"
2870931,9160989,HW306075,06/05/2013 07:30:00 PM,075XX S DORCHESTER AVE,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,SIDEWALK,True,False,411,4.0,5.0,43.0,18,1186847.0,1855338.0,2013,02/04/2016 06:33:39 AM,41.758157896,-87.590785659,"(41.758157896, -87.590785659)"
2643359,8794341,HV468817,09/09/2012 07:53:00 PM,046XX N MILWAUKEE AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,PARK PROPERTY,True,False,1623,16.0,45.0,15.0,24,1140652.0,1930355.0,2012,02/04/2016 06:33:39 AM,41.96498423,-87.758246066,"(41.96498423, -87.758246066)"
2537893,8631234,HV305042,05/26/2012 10:15:00 PM,008XX N MICHIGAN AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,True,False,1833,18.0,42.0,8.0,24,1177338.0,1906160.0,2012,02/04/2016 06:33:39 AM,41.897837503,-87.624097243,"(41.897837503, -87.624097243)"
2778427,9010747,HW157920,02/15/2013 03:25:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,111,1.0,42.0,32.0,06,1176352.0,1900927.0,2013,02/04/2016 06:33:39 AM,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
6163510,10710412,HZ468030,10/10/2016 01:00:00 AM,071XX S UNIVERSITY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,324,3.0,5.0,69.0,08B,1185117.0,1857910.0,2016,10/17/2016 03:51:16 PM,41.765256512,-87.597045174,"(41.765256512, -87.597045174)"
4082600,9724977,HX374787,08/05/2014 10:55:00 AM,038XX N ST LOUIS AVE,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,APARTMENT,True,False,1732,17.0,35.0,16.0,26,1152368.0,1925518.0,2014,04/14/2016 03:46:12 PM,41.951487306,-87.715297153,"(41.951487306, -87.715297153)"
6182305,10745596,HZ506517,11/01/2016 08:00:00 AM,072XX S OAKLEY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,832,8.0,18.0,66.0,11,1162326.0,1856569.0,2016,11/10/2016 03:56:49 PM,41.762081601,-87.680618476,"(41.762081601, -87.680618476)"
2454445,8496422,HV173758,02/26/2012 01:00:00 PM,042XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,WAREHOUSE,False,False,914,9.0,12.0,61.0,06,1166380.0,1876821.0,2012,02/04/2016 06:33:39 AM,41.817570192,-87.665183168,"(41.817570192, -87.665183168)"
2480290,8537757,HV214729,03/26/2012 02:00:00 AM,118XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,532,5.0,9.0,53.0,08B,1179706.0,1826332.0,2012,02/04/2016 06:33:39 AM,41.678727863,-87.617839914,"(41.678727863, -87.617839914)"
2464894,8513650,HV190139,03/09/2012 02:50:00 PM,012XX S SPRINGFIELD AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,True,True,1011,10.0,24.0,29.0,04B,1150575.0,1894131.0,2012,02/04/2016 06:33:39 AM,41.865393661,-87.722709581,"(41.865393661, -87.722709581)"
2947864,9283345,HW427535,08/28/2013 10:00:00 AM,013XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,1231,12.0,27.0,28.0,14,1167605.0,1898758.0,2013,02/04/2016 06:33:39 AM,41.877741106,-87.660058618,"(41.877741106, -87.660058618)"
2591775,8712466,HV388461,07/17/2012 10:00:00 PM,008XX W GUNNISON ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2024,20.0,48.0,3.0,06,1169783.0,1932425.0,2012,02/04/2016 06:33:39 AM,41.970077881,-87.651078071,"(41.970077881, -87.651078071)"
2970186,9318912,HW447765,09/11/2013 04:12:00 PM,0000X N LAMON AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,1533,15.0,28.0,25.0,18,1143717.0,1899769.0,2013,02/04/2016 06:33:39 AM,41.880996139,-87.747744642,"(41.880996139, -87.747744642)"
3236044,9770680,HX420729,09/02/2014 04:00:00 AM,021XX N CAMPBELL AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1431,14.0,1.0,22.0,06,1159539.0,1914163.0,2014,02/04/2016 06:33:39 AM,41.920183518,-87.68925026,"(41.920183518, -87.68925026)"
6223207,10779748,HZ546191,12/09/2016 07:30:00 PM,024XX S SAWYER AVE,1020,ARSON,BY FIRE,RESIDENCE-GARAGE,False,False,1024,10.0,22.0,30.0,09,1155080.0,1887658.0,2016,01/08/2017 03:48:20 PM,41.847541899,-87.70634498,"(41.847541899, -87.70634498)"
3287386,9859484,HX509198,11/16/2014 02:00:00 PM,007XX N LOCKWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),False,True,1524,15.0,37.0,25.0,14,1140891.0,1904401.0,2014,02/04/2016 06:33:39 AM,41.893759365,-87.758007628,"(41.893759365, -87.758007628)"
2584960,8701935,HV378349,07/11/2012 09:55:00 PM,028XX W FILLMORE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ABANDONED BUILDING,True,False,1135,11.0,28.0,29.0,18,1157434.0,1895246.0,2012,02/04/2016 06:33:39 AM,41.868316698,-87.697499499,"(41.868316698, -87.697499499)"
2758639,8978240,HW125949,01/20/2013 11:00:00 AM,022XX S OAKLEY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1034,10.0,25.0,31.0,06,1161390.0,1888891.0,2013,02/04/2016 06:33:39 AM,41.850796626,-87.683152871,"(41.850796626, -87.683152871)"
3178541,9676483,HX326491,06/30/2014 07:30:00 PM,076XX S BENNETT AVE,0555,ASSAULT,AGG PRO.EMP: HANDGUN,STREET,False,False,414,4.0,8.0,43.0,04A,1190193.0,1854791.0,2014,02/04/2016 06:33:39 AM,41.756576973,-87.578540684,"(41.756576973, -87.578540684)"
3426540,10185500,HY372896,08/07/2015 02:25:00 PM,079XX S DREXEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,True,True,624,6.0,8.0,44.0,08A,1183611.0,1852487.0,2015,08/17/2015 03:03:40 PM,41.750410496,-87.602733865,"(41.750410496, -87.602733865)"
3162730,9650345,HX300212,06/10/2014 11:55:00 AM,002XX W NORTH AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,1814,18.0,43.0,7.0,06,1174063.0,1910985.0,2014,02/04/2016 06:33:39 AM,41.911151209,-87.63598179,"(41.911151209, -87.63598179)"
4067902,10455014,HZ194452,03/20/2016 01:55:00 PM,011XX W 56TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,712,7.0,16.0,68.0,18,1169519.0,1867658.0,2016,03/27/2016 03:49:31 PM,41.792358371,-87.65393411,"(41.792358371, -87.65393411)"
2643769,8795100,HV469392,09/10/2012 06:00:00 AM,079XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,623,6.0,6.0,44.0,08B,1180277.0,1852447.0,2012,02/04/2016 06:33:39 AM,41.750377769,-87.614952286,"(41.750377769, -87.614952286)"
2671788,8840011,HV512515,10/10/2012 03:45:00 PM,024XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1414,14.0,35.0,22.0,06,1156416.0,1915876.0,2012,02/04/2016 06:33:39 AM,41.924947914,-87.700678316,"(41.924947914, -87.700678316)"
2452214,8493201,HV169820,02/23/2012 01:00:00 PM,124XX S NORMAL AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,523,5.0,34.0,53.0,08B,1175220.0,1822512.0,2012,02/04/2016 06:33:39 AM,41.668346225,-87.634373759,"(41.668346225, -87.634373759)"
3437031,10203821,HY390822,08/20/2015 08:07:00 PM,019XX N WESTERN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,True,True,1434,14.0,1.0,22.0,08A,1160061.0,1912674.0,2015,08/31/2015 03:43:09 PM,41.916086819,-87.687373545,"(41.916086819, -87.687373545)"
4173101,21064,HW434681,09/02/2013 05:06:00 PM,044XX W WILCOX ST,0110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,True,False,1113,11.0,28.0,26.0,01A,1146744.0,1898967.0,2013,08/17/2015 03:03:40 PM,41.878738142,-87.736650058,"(41.878738142, -87.736650058)"
3447439,10221660,HY408528,09/01/2015 11:00:00 PM,014XX W SHERWIN AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2423,24.0,49.0,1.0,06,1165390.0,1948756.0,2015,09/10/2015 11:43:14 AM,42.014985428,-87.666763844,"(42.014985428, -87.666763844)"
3436631,10203107,HY390080,02/15/2015 01:00:00 PM,013XX N MAYFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,True,2531,25.0,29.0,25.0,26,1136777.0,1908357.0,2015,08/24/2015 03:30:37 PM,41.904689828,-87.773022314,"(41.904689828, -87.773022314)"
3027114,9411928,HW555244,12/02/2013 09:00:00 AM,115XX S FRONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,532,5.0,9.0,53.0,14,1181030.0,1828016.0,2013,02/04/2016 06:33:39 AM,41.683318728,-87.612942058,"(41.683318728, -87.612942058)"
2750883,8966024,HW114018,01/11/2013 09:00:00 PM,079XX S LAFAYETTE AVE,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,True,False,623,6.0,17.0,44.0,26,1177312.0,1852570.0,2013,02/04/2016 06:33:39 AM,41.750782715,-87.625813624,"(41.750782715, -87.625813624)"
